0.358416185713199	"""Our obligation is to stay at his side,"" he said and applauded."	"""It is our duty to remain at his sides,"" he said, to applause."
0.225141098719732	"""China should concentrate on attracting foreign investors and experts and to develop a policy of openness,"" said he, addressing the participants of 16th meeting of the Committee of the Central leading group for comprehensive deepening of reforms."	"""China should be committed to attracting foreign investment and expertise, and improve opening-up policies,"" he said, addressing the 16th Meeting of the Central Leading Group for Deepening Overall Reform."
-0.664055585245521	“I would want the participants - to unimportant, who will be director - they thought, what treatment of Harmoni's means they are collected to adhere to”, she said Brown at the beginning of discussion.	"""I would urge people to think about -- whoever the director is, how they're going to treat the character of Harmony,"" Brown initially said."
0.305648063835371	Peter Moody blames stewards in attempted espionage and threatens to withdraw from equestrian sport	Peter Moody alleges stewards tried to spy on him and threatens to quit racing
0.307196999746737	"To combat the manifestations of xenophobia and racism in the network, the leadership of ""Feisbechka"" intends jointly with the German Ministry of Justice."	Facebook's management intends to fight the rise of xenophobia and racism on the network in cooperation with Germany's Ministry of Justice.
-0.553528274824717	"""timeout"" pitcher Alfredo Simon made a contribution to supporting the attacks, resulting in Detroit scored three points in the first two innings, then added another one in the sixth and one in the ninth."	Tigers pitcher Alfredo Simon made his early offensive support hold up, as Detroit scored three times in the first two innings, then tacked one in the sixth and one more in the ninth.
-0.266377858127244	What it is: you need something - anything - Thai?	What it stocks: Need something - anything - Thai?
0.225588985906144	Two other convicts received a restriction of liberty on 14 and 18 months.	The two other sentenced individuals received supervised releases of 14 and 18 months.
-0.411187422155998	However, if we want real successes, they are impossible, until people perish, until bloodshed continues and until people feel themselves in the complete safety.	However, if we want real success, then this is impossible while people are dying, while the bloodshed continues, and while people don't feel entirely safe.
0.129503403840588	No commission will be charged for a cash deposit.	No commission fee will be charged for loading funds onto the card.
0.121652407665284	At one end, the richly decorated room for meetings with a height of two floors above them will be a wall image of the United States.	Looming over them at one end of the central bank's ornate, two-story boardroom will be a mural of the United States.
0.128566134730626	Sometimes react, and then you have to suffer the consequences, and I have to live with what I said.	Sometimes you react and have to live the consequences and I will have to live with what I said.
0.450295371943354	It is necessary to take steps to achieve balance.	We need to move more towards a balance.
-1.14856460789058	To summer of 2016 works will book all hotel room of the city.	By the summer of 2016, all the city's hotels will be booking inspections.
0.132917776707742	In this case, the fed is put in such conditions that have not existed before and can speed up the recession.	In the current case, the Fed is facing some conditions that did not exist before and could hasten a recession.
-0.334250938834132	And even when Duda export-driven and Mikhail Antipov allowed the Russians to reduce the gap to just 0.5 points, he remained an obvious favorite in the fight for the title.	Even when Duda slowed down and allowed Russian Mikhail Antipov to narrow the gap to just half a point, he still remained the favourite in the fight for the title.
-0.120098470174537	"Lamb stressed that the house has a ""dog"" that is alive, but probably upset, and said contacts of family members of the deceased can be found on her phone."	"Lamb made a point to say his ""sweet dog"" was there alive and probably upset, and said the dead woman's family contacts could be found on her phone."
